batter,bowler,matchup_balls,matchup_runs,matchup_dismissals,matchup_sr,matchup_avg
N Wadhera,Ashwani Kumar,8,10,1,125.0,10.0
N Wadhera,Avesh Khan,6,15,0,250.0,15.0
N Wadhera,B Kumar,6,11,1,183.3,11.0
N Wadhera,CV Varun,3,0,0,,0.0
N Wadhera,DJ Hooda,6,4,0,66.7,4.0
N Wadhera,DL Chahar,7,6,0,85.7,6.0
N Wadhera,DS Rathi,13,17,0,130.8,17.0
N Wadhera,E Malinga,7,12,1,171.4,12.0
N Wadhera,Fazalhaq Farooqi,2,7,0,,7.0
N Wadhera,GJ Maxwell,2,3,0,,3.0
N Wadhera,HH Pandya,4,11,0,,11.0
N Wadhera,HV Patel,13,25,0,192.3,25.0
N Wadhera,Harshit Rana,2,2,1,,2.0
N Wadhera,J Little,5,12,0,,12.0
N Wadhera,JC Archer,5,5,0,,5.0
N Wadhera,JJ Bumrah,9,10,0,111.1,10.0
N Wadhera,JR Hazlewood,10,5,0,50.0,5.0
N Wadhera,K Kartikeya,4,9,0,,9.0
N Wadhera,KH Pandya,8,2,0,25.0,2.0
N Wadhera,KT Maphaka,2,0,0,,0.0
N Wadhera,KV Sharma,8,13,1,162.5,13.0
N Wadhera,Kuldeep Yadav,6,9,0,150.0,9.0
N Wadhera,LH Ferguson,2,4,1,,4.0
N Wadhera,M Pathirana,9,8,2,88.9,4.0
N Wadhera,M Siddharth,4,2,0,,2.0
N Wadhera,M Theekshana,27,35,0,129.6,35.0
N Wadhera,MG Bracewell,2,4,0,,4.0
N Wadhera,MJ Santner,4,7,0,,7.0
N Wadhera,MM Ali,3,5,0,,5.0
N Wadhera,MM Sharma,10,13,1,130.0,13.0
N Wadhera,MP Yadav,12,21,0,175.0,21.0
N Wadhera,Mohammed Shami,10,15,1,150.0,15.0
N Wadhera,Mohammed Siraj,1,0,0,,0.0
N Wadhera,Mohsin Khan,4,1,2,,0.5
N Wadhera,Mukesh Kumar,3,2,1,,2.0
N Wadhera,Naveen-ul-Haq,19,19,0,100.0,19.0
N Wadhera,Noor Ahmad,9,25,0,277.8,25.0
N Wadhera,PJ Cummins,2,2,0,,2.0
N Wadhera,PWH de Silva,36,72,1,200.0,72.0
N Wadhera,Prince Yadav,4,7,1,,7.0
N Wadhera,R Ashwin,12,19,1,158.3,19.0
N Wadhera,R Parag,7,9,0,128.6,9.0
N Wadhera,R Shepherd,8,10,0,125.0,10.0
N Wadhera,RA Jadeja,17,31,0,182.4,31.0
N Wadhera,RJW Topley,1,1,0,,1.0
N Wadhera,Rashid Khan,4,2,1,,2.0
N Wadhera,Rasikh Salam,2,4,1,,4.0
N Wadhera,Ravi Bishnoi,25,37,1,148.0,37.0
N Wadhera,SM Curran,1,1,0,,1.0
N Wadhera,SN Thakur,8,18,0,225.0,18.0
N Wadhera,SP Narine,7,2,1,28.6,2.0
N Wadhera,Sandeep Sharma,8,8,0,100.0,8.0
N Wadhera,Suyash Sharma,20,28,0,140.0,28.0
N Wadhera,TA Boult,6,11,1,183.3,11.0
N Wadhera,TU Deshpande,10,8,0,80.0,8.0
N Wadhera,V Nigam,4,3,0,,3.0
N Wadhera,Vijaykumar Vyshak,6,10,0,166.7,10.0
N Wadhera,YS Chahal,7,18,0,257.1,18.0
N Wadhera,Yash Dayal,7,7,1,100.0,7.0
N Wadhera,Yash Thakur,12,19,1,158.3,19.0
N Wadhera,Yudhvir Singh,1,1,0,,1.0
N Wadhera,Zeeshan Ansari,9,7,0,77.8,7.0
ND Doshi,BJ Hodge,3,0,0,,0.0
ND Doshi,P Parameswaran,1,0,1,,0.0
ND Doshi,RP Singh,5,0,0,,0.0
ND Doshi,S Sreesanth,4,0,0,,0.0
NJ Maddinson,Harbhajan Singh,1,3,0,,3.0
NJ Maddinson,IC Pandey,7,4,1,57.1,4.0
NJ Maddinson,JP Duminy,2,4,0,,4.0
NJ Maddinson,Mohammed Shami,4,0,1,,0.0
NJ Maddinson,SL Malinga,4,4,1,,4.0
NJ Maddinson,Z Khan,3,5,0,,5.0
NJ Rimmington,WD Parnell,1,1,0,,1.0
NK Patel,A Nehra,4,5,0,,5.0
NK Patel,AB Agarkar,5,4,0,,4.0
NK Patel,AB Dinda,13,7,0,53.8,7.0
NK Patel,CK Langeveldt,1,0,1,,0.0
NK Patel,CRD Fernando,8,16,0,200.0,16.0
NK Patel,DR Smith,3,2,0,,2.0
NK Patel,DW Steyn,9,2,0,22.2,2.0
NK Patel,IK Pathan,10,6,0,60.0,6.0
NK Patel,JD Ryder,2,0,1,,0.0
NK Patel,JR Hopes,6,9,0,150.0,9.0
NK Patel,M Ntini,9,1,0,11.1,1.0
NK Patel,MF Maharoof,2,4,1,,4.0
NK Patel,MS Gony,2,1,1,,1.0
NK Patel,P Kumar,1,1,0,,1.0
NK Patel,PP Chawla,7,6,1,85.7,6.0
NK Patel,R Vinay Kumar,4,1,0,,1.0
NK Patel,RR Powar,3,6,0,,6.0
NK Patel,RR Raje,8,12,0,150.0,12.0
NK Patel,S Sreesanth,7,18,0,257.1,18.0
NK Patel,SM Pollock,4,3,0,,3.0
NK Patel,SS Sarkar,3,3,0,,3.0
NK Patel,ST Jayasuriya,2,2,0,,2.0
NK Patel,VRV Singh,6,12,0,200.0,12.0
NL McCullum,DE Bollinger,5,3,2,,1.5
NL McCullum,JA Morkel,2,1,1,,1.0
NL McCullum,R Ashwin,3,3,0,,3.0
NL McCullum,S Randiv,1,1,0,,1.0
NL McCullum,SB Jakati,5,7,0,,7.0
NL McCullum,SK Trivedi,3,8,0,,8.0
NL McCullum,SR Watson,3,3,0,,3.0
NLTC Perera,A Chandila,4,4,1,,4.0
NLTC Perera,A Mishra,3,1,0,,1.0
NLTC Perera,A Nehra,5,1,2,,0.5
NLTC Perera,AB Dinda,3,1,1,,1.0
NLTC Perera,AD Russell,5,7,1,,7.0
NLTC Perera,AR Patel,1,1,0,,1.0
NLTC Perera,Azhar Mahmood,7,20,0,285.7,20.0
NLTC Perera,B Kumar,8,12,0,150.0,12.0
NLTC Perera,BB Sran,2,2,0,,2.0
NLTC Perera,CH Morris,4,11,0,,11.0
NLTC Perera,CJ Jordan,4,2,1,,2.0
NLTC Perera,DJ Bravo,5,10,1,,10.0
NLTC Perera,DS Kulkarni,4,1,0,,1.0
NLTC Perera,DT Christian,5,2,0,,2.0
NLTC Perera,DW Steyn,5,9,0,,9.0
NLTC Perera,GJ Maxwell,4,2,0,,2.0
NLTC Perera,HV Patel,6,20,0,333.3,20.0
NLTC Perera,Harmeet Singh,3,3,1,,3.0
NLTC Perera,I Sharma,5,5,0,,5.0
NLTC Perera,IK Pathan,1,0,1,,0.0
NLTC Perera,Imran Tahir,4,13,0,,13.0
NLTC Perera,Iqbal Abdulla,4,1,0,,1.0
NLTC Perera,JD Unadkat,11,15,1,136.4,15.0
NLTC Perera,JH Kallis,2,1,1,,1.0
NLTC Perera,JJ Bumrah,4,8,0,,8.0
NLTC Perera,JP Duminy,3,2,0,,2.0
NLTC Perera,JP Faulkner,9,15,0,166.7,15.0
NLTC Perera,KJ Abbott,6,16,0,266.7,16.0
NLTC Perera,KK Cooper,9,13,1,144.4,13.0
NLTC Perera,L Balaji,7,8,0,114.3,8.0
NLTC Perera,M Kartik,5,8,0,,8.0
NLTC Perera,M Morkel,1,1,0,,1.0
NLTC Perera,M Muralitharan,7,3,0,42.9,3.0
NLTC Perera,MC Henriques,2,7,0,,7.0
NLTC Perera,MJ McClenaghan,5,4,0,,4.0
NLTC Perera,MM Sharma,8,9,1,112.5,9.0
NLTC Perera,MN Samuels,7,16,0,228.6,16.0
NLTC Perera,MR Marsh,2,1,1,,1.0
NLTC Perera,MS Gony,9,8,1,88.9,8.0
NLTC Perera,Mohammed Shami,3,3,1,,3.0
NLTC Perera,Mustafizur Rahman,6,6,0,100.0,6.0
NLTC Perera,NM Coulter-Nile,4,1,1,,1.0
NLTC Perera,P Awana,8,11,0,137.5,11.0
NLTC Perera,P Kumar,9,19,0,211.1,19.0
NLTC Perera,PP Chawla,12,15,1,125.0,15.0
NLTC Perera,R Ashwin,5,4,0,,4.0
NLTC Perera,R Bhatia,2,2,0,,2.0
NLTC Perera,R Dhawan,2,2,0,,2.0
NLTC Perera,R Sathish,5,8,1,,8.0
NLTC Perera,R Sharma,6,10,0,166.7,10.0
NLTC Perera,R Vinay Kumar,4,12,0,,12.0
NLTC Perera,RP Singh,3,4,1,,4.0
NLTC Perera,SK Trivedi,2,1,1,,1.0
NLTC Perera,SK Warne,2,0,0,,0.0
NLTC Perera,SL Malinga,1,1,0,,1.0
NLTC Perera,SMSM Senanayake,2,1,0,,1.0
NLTC Perera,SP Narine,24,32,0,133.3,32.0
NLTC Perera,SR Watson,7,9,2,128.6,4.5
NLTC Perera,Sandeep Sharma,3,2,1,,2.0
NLTC Perera,T Shamsi,2,6,0,,6.0
NLTC Perera,UT Yadav,2,1,0,,1.0
NLTC Perera,YS Chahal,3,11,0,,11.0
NM Coulter-Nile,AB Dinda,2,1,0,,1.0
NM Coulter-Nile,Arshdeep Singh,3,9,0,,9.0
NM Coulter-Nile,Avesh Khan,2,1,1,,1.0
NM Coulter-Nile,Azhar Mahmood,2,1,1,,1.0
NM Coulter-Nile,BA Stokes,2,0,1,,0.0
NM Coulter-Nile,CJ Jordan,3,3,0,,3.0
NM Coulter-Nile,D Wiese,3,4,1,,4.0
NM Coulter-Nile,DJ Bravo,1,1,0,,1.0
NM Coulter-Nile,DS Kulkarni,2,6,1,,6.0
NM Coulter-Nile,DT Christian,1,0,0,,0.0
NM Coulter-Nile,GB Hogg,3,4,0,,4.0
NM Coulter-Nile,IC Pandey,2,4,0,,4.0
NM Coulter-Nile,Iqbal Abdulla,5,0,0,,0.0
NM Coulter-Nile,JD Unadkat,2,6,0,,6.0
NM Coulter-Nile,JO Holder,4,2,2,,1.0
NM Coulter-Nile,JW Hastings,1,1,0,,1.0
NM Coulter-Nile,MG Johnson,4,6,1,,6.0
NM Coulter-Nile,Mohammed Shami,6,12,0,200.0,12.0
NM Coulter-Nile,NLTC Perera,1,1,0,,1.0
NM Coulter-Nile,P Negi,2,1,1,,1.0
NM Coulter-Nile,PP Chawla,7,2,0,28.6,2.0
NM Coulter-Nile,R Ashwin,1,0,1,,0.0
NM Coulter-Nile,R Vinay Kumar,2,3,0,,3.0
NM Coulter-Nile,Rashid Khan,1,1,0,,1.0
NM Coulter-Nile,SP Narine,1,1,0,,1.0
NM Coulter-Nile,Sandeep Sharma,5,9,0,,9.0
NM Coulter-Nile,T Natarajan,2,1,0,,1.0
NM Coulter-Nile,TS Mills,1,1,0,,1.0
NM Coulter-Nile,UT Yadav,1,1,0,,1.0
NS Naik,B Kumar,5,3,0,,3.0
NS Naik,BB Sran,7,9,0,128.6,9.0
NS Naik,CH Morris,4,1,0,,1.0
NS Naik,DJ Hooda,1,0,0,,0.0
NS Naik,JJ Bumrah,4,2,1,,2.0
NS Naik,K Rabada,3,5,0,,5.0
NS Naik,MC Henriques,6,7,0,116.7,7.0
NS Naik,Mustafizur Rahman,9,3,1,33.3,3.0
NS Naik,S Lamichhane,9,1,1,11.1,1.0
NS Naik,TA Boult,2,0,1,,0.0
NT Ellis,B Kumar,7,8,1,114.3,8.0
NT Ellis,JO Holder,4,3,0,,3.0
NT Ellis,Kuldeep Yadav,2,0,1,,0.0
NT Ellis,M Markande,2,0,1,,0.0
NT Ellis,Mohammed Siraj,2,1,1,,1.0
NT Ellis,NM Coulter-Nile,4,6,0,,6.0
NT Ellis,Rashid Khan,1,1,0,,1.0
NT Ellis,Umran Malik,3,0,0,,0.0
NV Ojha,A Ashish Reddy,4,4,0,,4.0
NV Ojha,A Kumble,7,9,0,128.6,9.0
NV Ojha,A Mishra,20,48,2,240.0,24.0
NV Ojha,A Nehra,7,9,1,128.6,9.0
NV Ojha,A Singh,3,1,1,,1.0
NV Ojha,A Symonds,7,7,0,100.0,7.0
NV Ojha,A Zampa,2,0,1,,0.0
NV Ojha,AA Jhunjhunwala,3,8,0,,8.0
NV Ojha,AB Dinda,23,20,1,87.0,20.0
NV Ojha,AB McDonald,7,13,0,185.7,13.0
NV Ojha,AC Thomas,12,7,0,58.3,7.0
NV Ojha,AD Mathews,15,28,0,186.7,28.0
NV Ojha,AD Russell,6,8,0,133.3,8.0
NV Ojha,AG Murtaza,8,2,2,25.0,1.0
NV Ojha,AL Menaria,2,10,0,,10.0
NV Ojha,AM Salvi,6,1,1,16.7,1.0
NV Ojha,AR Patel,25,36,1,144.0,36.0
NV Ojha,AS Rajpoot,4,4,0,,4.0
NV Ojha,Ankit Sharma,1,1,0,,1.0
NV Ojha,Anureet Singh,12,12,0,100.0,12.0
NV Ojha,Azhar Mahmood,7,5,0,71.4,5.0
NV Ojha,B Lee,1,1,0,,1.0
NV Ojha,BE Hendricks,1,1,0,,1.0
NV Ojha,BJ Hodge,5,21,0,,21.0
NV Ojha,BW Hilfenhaus,6,1,1,16.7,1.0
NV Ojha,Bipul Sharma,2,2,0,,2.0
NV Ojha,C Munro,3,2,0,,2.0
NV Ojha,CH Gayle,2,2,0,,2.0
NV Ojha,CH Morris,12,8,1,66.7,8.0
NV Ojha,CJ Jordan,4,7,0,,7.0
NV Ojha,CJ McKay,3,7,0,,7.0
NV Ojha,CK Langeveldt,3,0,1,,0.0
NV Ojha,CR Brathwaite,3,2,0,,2.0
NV Ojha,CR Woakes,5,7,0,,7.0
NV Ojha,D du Preez,7,6,0,85.7,6.0
NV Ojha,DE Bollinger,18,19,0,105.6,19.0
NV Ojha,DJ Bravo,15,6,1,40.0,6.0
NV Ojha,DL Vettori,8,11,0,137.5,11.0
NV Ojha,DP Nannes,5,2,0,,2.0
NV Ojha,DR Smith,5,8,0,,8.0
NV Ojha,DS Kulkarni,7,3,0,42.9,3.0
NV Ojha,DT Christian,6,4,1,66.7,4.0
NV Ojha,DW Steyn,17,14,0,82.4,14.0
NV Ojha,GB Hogg,5,8,0,,8.0
NV Ojha,HH Pandya,1,1,0,,1.0
NV Ojha,HV Patel,6,9,0,150.0,9.0
NV Ojha,Harbhajan Singh,2,1,0,,1.0
NV Ojha,Harmeet Singh,9,11,0,122.2,11.0
NV Ojha,I Sharma,10,16,1,160.0,16.0
NV Ojha,IC Pandey,1,1,0,,1.0
NV Ojha,IK Pathan,10,8,0,80.0,8.0
NV Ojha,Imran Tahir,6,2,1,33.3,2.0
NV Ojha,Iqbal Abdulla,6,3,1,50.0,3.0
NV Ojha,J Suchith,7,6,2,85.7,3.0
NV Ojha,J Theron,4,2,0,,2.0
NV Ojha,JA Morkel,42,68,2,161.9,34.0
NV Ojha,JD Ryder,4,2,0,,2.0
NV Ojha,JD Unadkat,7,12,2,171.4,6.0
NV Ojha,JEC Franklin,3,6,0,,6.0
NV Ojha,JH Kallis,19,14,1,73.7,14.0
NV Ojha,JJ Bumrah,3,1,1,,1.0
NV Ojha,JO Holder,6,3,1,50.0,3.0
NV Ojha,JP Faulkner,13,15,0,115.4,15.0
NV Ojha,JW Hastings,3,1,0,,1.0
NV Ojha,Joginder Sharma,7,15,0,214.3,15.0
NV Ojha,K Goel,2,5,0,,5.0
NV Ojha,KA Pollard,13,14,0,107.7,14.0
NV Ojha,KC Cariappa,5,6,1,,6.0
NV Ojha,KK Cooper,4,2,0,,2.0
NV Ojha,KW Richardson,2,0,1,,0.0
NV Ojha,Kuldeep Yadav,9,4,0,44.4,4.0
NV Ojha,L Balaji,4,0,0,,0.0
NV Ojha,LR Shukla,2,6,0,,6.0
NV Ojha,M Ashwin,2,2,0,,2.0
NV Ojha,M Kartik,5,1,0,,1.0
NV Ojha,M Morkel,19,25,1,131.6,25.0
NV Ojha,M Muralitharan,25,33,1,132.0,33.0
NV Ojha,M Vijay,3,3,0,,3.0
NV Ojha,MA Starc,7,9,0,128.6,9.0
NV Ojha,MF Maharoof,18,25,0,138.9,25.0
NV Ojha,MG Johnson,6,6,0,100.0,6.0
NV Ojha,MM Patel,13,15,1,115.4,15.0
NV Ojha,MM Sharma,5,13,0,,13.0
NV Ojha,MR Marsh,3,2,0,,2.0
NV Ojha,MS Gony,12,6,0,50.0,6.0
NV Ojha,NM Coulter-Nile,13,12,1,92.3,12.0
NV Ojha,P Awana,6,1,0,16.7,1.0
NV Ojha,P Kumar,29,34,0,117.2,34.0
NV Ojha,P Negi,7,11,0,157.1,11.0
NV Ojha,P Parameswaran,9,11,0,122.2,11.0
NV Ojha,PP Chawla,39,55,2,141.0,27.5
NV Ojha,PP Ojha,5,3,2,,1.5
NV Ojha,PV Tambe,16,15,1,93.8,15.0
NV Ojha,Pankaj Singh,3,1,1,,1.0
NV Ojha,R Ashwin,19,15,2,78.9,7.5
NV Ojha,R Bhatia,31,34,3,109.7,11.3
NV Ojha,R Dhawan,15,25,0,166.7,25.0
NV Ojha,R McLaren,6,10,0,166.7,10.0
NV Ojha,R Sharma,4,1,0,,1.0
NV Ojha,R Shukla,2,7,0,,7.0
NV Ojha,R Vinay Kumar,24,28,1,116.7,28.0
NV Ojha,RA Jadeja,2,1,0,,1.0
NV Ojha,RE van der Merwe,3,7,0,,7.0
NV Ojha,RG More,4,11,0,,11.0
NV Ojha,RG Sharma,7,12,0,171.4,12.0
NV Ojha,RJ Harris,15,17,0,113.3,17.0
NV Ojha,RN ten Doeschate,10,13,1,130.0,13.0
NV Ojha,RP Singh,25,10,4,40.0,2.5
NV Ojha,RR Powar,14,30,0,214.3,30.0
NV Ojha,RS Bopara,6,7,0,116.7,7.0
NV Ojha,Rashid Khan,1,0,1,,0.0
NV Ojha,S Aravind,1,0,1,,0.0
NV Ojha,S Dhawan,5,13,0,,13.0
NV Ojha,S Kaul,3,1,0,,1.0
NV Ojha,S Kaushik,2,1,0,,1.0
NV Ojha,S Sreesanth,27,23,2,85.2,11.5
NV Ojha,S Tyagi,8,18,0,225.0,18.0
NV Ojha,SB Jakati,22,50,1,227.3,50.0
NV Ojha,SE Bond,6,3,0,50.0,3.0
NV Ojha,SJ Srivastava,14,29,1,207.1,29.0
NV Ojha,SK Raina,15,18,1,120.0,18.0
NV Ojha,SK Warne,2,0,1,,0.0
NV Ojha,SL Malinga,19,20,0,105.3,20.0
NV Ojha,SP Narine,50,32,2,64.0,16.0
NV Ojha,SR Watson,4,2,0,,2.0
NV Ojha,SS Mundhe,5,4,1,,4.0
NV Ojha,ST Jayasuriya,2,1,1,,1.0
NV Ojha,STR Binny,4,3,0,,3.0
NV Ojha,Sandeep Sharma,6,28,0,466.7,28.0
NV Ojha,Shakib Al Hasan,11,19,1,172.7,19.0
NV Ojha,Shivam Sharma,10,23,0,230.0,23.0
NV Ojha,T Thushara,7,5,1,71.4,5.0
NV Ojha,TA Boult,10,14,1,140.0,14.0
NV Ojha,TG Southee,4,3,0,,3.0
NV Ojha,TP Sudhindra,11,14,0,127.3,14.0
NV Ojha,UT Yadav,19,24,2,126.3,12.0
NV Ojha,V Pratap Singh,4,1,1,,1.0
NV Ojha,VR Aaron,10,15,2,150.0,7.5
NV Ojha,WPUJC Vaas,4,6,0,,6.0
NV Ojha,YA Abdulla,7,12,0,171.4,12.0
NV Ojha,YS Chahal,6,8,1,133.3,8.0
NV Ojha,Yuvraj Singh,11,12,1,109.1,12.0
NV Ojha,Z Khan,32,32,2,100.0,16.0
Naman Dhir,AD Russell,5,17,0,,17.0
Naman Dhir,Akash Deep,11,28,0,254.5,28.0
Naman Dhir,Arshdeep Singh,10,23,1,230.0,23.0
Naman Dhir,Avesh Khan,4,9,0,,9.0
Naman Dhir,Azmatullah Omarzai,13,28,2,215.4,14.0
Naman Dhir,B Kumar,9,6,1,66.7,6.0
Naman Dhir,CV Varun,1,0,1,,0.0
Naman Dhir,DS Rathi,7,10,1,142.9,10.0
Naman Dhir,E Malinga,3,0,1,,0.0
Naman Dhir,G Coetzee,5,6,0,,6.0
Naman Dhir,Harshit Rana,1,0,1,,0.0
Naman Dhir,JD Unadkat,2,4,1,,4.0
Naman Dhir,JR Hazlewood,2,1,0,,1.0
Naman Dhir,K Rabada,5,7,0,,7.0
Naman Dhir,KA Jamieson,6,6,0,100.0,6.0
Naman Dhir,KH Pandya,7,16,1,228.6,16.0
Naman Dhir,Kuldeep Yadav,1,1,0,,1.0
Naman Dhir,M Jansen,6,3,0,50.0,3.0
Naman Dhir,M Markande,2,2,0,,2.0
Naman Dhir,M Prasidh Krishna,11,16,2,145.5,8.0
Naman Dhir,MA Starc,9,12,0,133.3,12.0
Naman Dhir,MJ Henry,5,8,0,,8.0
Naman Dhir,MM Sharma,7,18,0,257.1,18.0
Naman Dhir,MP Yadav,4,2,0,,2.0
Naman Dhir,Mohammed Siraj,5,4,0,,4.0
Naman Dhir,Mohsin Khan,5,15,0,,15.0
Naman Dhir,Mukesh Kumar,7,29,0,414.3,29.0
Naman Dhir,Mustafizur Rahman,2,1,0,,1.0
Naman Dhir,NT Ellis,4,6,0,,6.0
Naman Dhir,Naveen-ul-Haq,8,22,0,275.0,22.0
Naman Dhir,Noor Ahmad,2,1,1,,1.0
Naman Dhir,PJ Cummins,4,10,0,,10.0
Naman Dhir,PVD Chameera,2,3,0,,3.0
Naman Dhir,Prince Yadav,3,9,0,,9.0
Naman Dhir,R Ashwin,4,8,0,,8.0
Naman Dhir,R Sai Kishore,1,1,0,,1.0
Naman Dhir,RA Jadeja,2,2,0,,2.0
Naman Dhir,Ravi Bishnoi,8,11,0,137.5,11.0
Naman Dhir,SN Thakur,2,7,0,,7.0
Naman Dhir,Shahbaz Ahmed,4,7,0,,7.0
Naman Dhir,TA Boult,1,0,1,,0.0
Naman Dhir,UT Yadav,2,1,0,,1.0
Naman Dhir,Umran Malik,2,7,0,,7.0
Naman Dhir,V Nigam,2,1,0,,1.0
Naman Dhir,VG Arora,5,8,0,,8.0
Naman Dhir,Vijaykumar Vyshak,5,16,0,,16.0
Navdeep Saini,A Nortje,2,1,0,,1.0
Navdeep Saini,GJ Maxwell,2,1,0,,1.0
Navdeep Saini,HV Patel,6,8,0,133.3,8.0
Navdeep Saini,Imran Tahir,2,0,2,,0.0
Navdeep Saini,JO Holder,3,3,0,,3.0
Navdeep Saini,K Rabada,4,3,0,,3.0
Navdeep Saini,M Ashwin,2,4,1,,4.0
Navdeep Saini,O Thomas,1,0,0,,0.0
Navdeep Saini,RA Jadeja,5,4,0,,4.0
Navdeep Saini,Ravi Bishnoi,3,1,0,,1.0
Navdeep Saini,T Natarajan,5,6,0,,6.0
Navdeep Saini,TS Mills,2,2,1,,2.0
Naveen-ul-Haq,AD Russell,2,1,0,,1.0
Naveen-ul-Haq,Akash Madhwal,5,1,1,,1.0
Naveen-ul-Haq,HV Patel,3,5,0,,5.0
Naveen-ul-Haq,JR Hazlewood,3,6,1,,6.0
Naveen-ul-Haq,MK Lomror,2,1,0,,1.0
Naveen-ul-Haq,Mohammed Siraj,3,0,0,,0.0
Naveen-ul-Haq,Mukesh Kumar,1,2,0,,2.0
Naveen-ul-Haq,PWH de Silva,1,1,0,,1.0
Naveen-ul-Haq,Rasikh Salam,3,0,0,,0.0
Naveen-ul-Haq,SN Thakur,1,1,0,,1.0
Nithish Kumar Reddy,A Kamboj,7,8,0,114.3,8.0
Nithish Kumar Reddy,A Nortje,6,3,0,50.0,3.0
Nithish Kumar Reddy,AD Russell,1,0,1,,0.0
Nithish Kumar Reddy,AR Patel,8,10,0,125.0,10.0
Nithish Kumar Reddy,Arshdeep Singh,3,0,1,,0.0
Nithish Kumar Reddy,Avesh Khan,15,23,1,153.3,23.0
Nithish Kumar Reddy,CV Varun,5,3,0,,3.0
Nithish Kumar Reddy,DL Chahar,9,8,1,88.9,8.0
Nithish Kumar Reddy,DS Rathi,6,9,0,150.0,9.0
Nithish Kumar Reddy,Fazalhaq Farooqi,3,7,0,,7.0
Nithish Kumar Reddy,G Coetzee,3,6,0,,6.0
Nithish Kumar Reddy,HH Pandya,14,14,1,100.0,14.0
Nithish Kumar Reddy,HV Patel,12,9,1,75.0,9.0
Nithish Kumar Reddy,Harpreet Brar,20,45,0,225.0,45.0
Nithish Kumar Reddy,Harshit Rana,7,6,1,85.7,6.0
Nithish Kumar Reddy,JC Archer,5,11,0,,11.0
Nithish Kumar Reddy,JJ Bumrah,2,2,0,,2.0
Nithish Kumar Reddy,K Rabada,4,8,0,,8.0
Nithish Kumar Reddy,KH Pandya,3,2,0,,2.0
Nithish Kumar Reddy,KK Ahmed,7,9,0,128.6,9.0
Nithish Kumar Reddy,KV Sharma,2,0,1,,0.0
Nithish Kumar Reddy,Kuldeep Yadav,5,10,1,,10.0
Nithish Kumar Reddy,L Ngidi,2,2,0,,2.0
Nithish Kumar Reddy,M Pathirana,6,12,0,200.0,12.0
Nithish Kumar Reddy,M Prasidh Krishna,10,8,0,80.0,8.0
Nithish Kumar Reddy,M Theekshana,2,4,1,,4.0
Nithish Kumar Reddy,MA Starc,12,7,2,58.3,3.5
Nithish Kumar Reddy,MJ Santner,3,6,0,,6.0
Nithish Kumar Reddy,MM Ali,1,1,0,,1.0
Nithish Kumar Reddy,Mohammed Siraj,6,3,0,50.0,3.0
Nithish Kumar Reddy,Mukesh Kumar,4,8,0,,8.0
Nithish Kumar Reddy,Mustafizur Rahman,2,3,0,,3.0
Nithish Kumar Reddy,Noor Ahmad,3,4,0,,4.0
Nithish Kumar Reddy,PP Chawla,2,2,0,,2.0
Nithish Kumar Reddy,Prince Yadav,10,10,1,100.0,10.0
Nithish Kumar Reddy,R Ashwin,8,21,0,262.5,21.0
Nithish Kumar Reddy,R Dhawan,2,2,0,,2.0
Nithish Kumar Reddy,R Sai Kishore,13,11,1,84.6,11.0
Nithish Kumar Reddy,R Shepherd,2,0,1,,0.0
Nithish Kumar Reddy,RA Jadeja,10,11,1,110.0,11.0
Nithish Kumar Reddy,RD Chahar,12,23,0,191.7,23.0
Nithish Kumar Reddy,Rashid Khan,16,27,0,168.8,27.0
Nithish Kumar Reddy,Ravi Bishnoi,9,7,1,77.8,7.0
Nithish Kumar Reddy,SM Curran,7,12,0,171.4,12.0
Nithish Kumar Reddy,SN Thakur,5,9,0,,9.0
Nithish Kumar Reddy,Sandeep Sharma,13,11,0,84.6,11.0
Nithish Kumar Reddy,Shashank Singh,2,2,0,,2.0
Nithish Kumar Reddy,Swapnil Singh,5,10,0,,10.0
Nithish Kumar Reddy,TA Boult,11,10,1,90.9,10.0
Nithish Kumar Reddy,TU Deshpande,8,11,0,137.5,11.0
Nithish Kumar Reddy,VG Arora,12,25,0,208.3,25.0
Nithish Kumar Reddy,W O'Rourke,2,5,0,,5.0
Nithish Kumar Reddy,WG Jacks,1,1,0,,1.0
Nithish Kumar Reddy,YS Chahal,14,24,0,171.4,24.0
Nithish Kumar Reddy,Yash Dayal,2,0,0,,0.0
Noor Ahmad,AR Patel,4,1,0,,1.0
Noor Ahmad,Akash Madhwal,1,2,0,,2.0
Noor Ahmad,B Kumar,1,0,1,,0.0
Noor Ahmad,CV Varun,5,0,0,,0.0
Noor Ahmad,HV Patel,1,0,1,,0.0
Noor Ahmad,JR Hazlewood,2,0,0,,0.0
Noor Ahmad,K Kartikeya,2,0,1,,0.0
Noor Ahmad,Kuldeep Yadav,2,0,0,,0.0
Noor Ahmad,M Pathirana,5,7,0,,7.0
Noor Ahmad,Mukesh Kumar,1,0,1,,0.0
Noor Ahmad,PJ Cummins,2,2,0,,2.0
Noor Ahmad,PP Chawla,1,1,0,,1.0
Noor Ahmad,SP Narine,2,1,0,,1.0
Noor Ahmad,VG Arora,3,2,2,,1.0
Noor Ahmad,YS Chahal,1,0,1,,0.0
Noor Ahmad,Yash Thakur,2,4,1,,4.0
OA Shah,A Ashish Reddy,5,3,0,,3.0
OA Shah,A Mishra,8,4,1,50.0,4.0
OA Shah,A Symonds,13,16,0,123.1,16.0
